QueryID	Number of Annotations Replaced	Best Match	Similarity Score
VTO_0034827	0	VTO_0034827	1.0
VTO_0034827	1	VTO_0034827	1.0
VTO_0034827	2	VTO_0034827	1.0
VTO_0034827	3	VTO_0034827	1.0
VTO_0034827	4	VTO_0034827	1.0
VTO_0034827	5	VTO_0034827	1.0
VTO_0034827	6	VTO_0034827	1.0
VTO_0034827	7	VTO_0034827	1.0
VTO_0034827	8	VTO_0034827	1.0
VTO_0034827	9	VTO_0034827	1.0
VTO_0034827	10	VTO_0034827	1.0
VTO_0034827	11	VTO_0034827	1.0
VTO_0034827	12	VTO_0034827	1.0
VTO_0034827	13	VTO_0034827	1.0
VTO_0034827	14	VTO_0034827	1.0
VTO_0034827	15	VTO_0034827	1.0
VTO_0034827	16	VTO_0034827	1.0
VTO_0034827	17	VTO_0034827	1.0
VTO_0034827	18	VTO_0034827	1.0
VTO_0034827	19	VTO_0034827	1.0
VTO_0034827	20	VTO_0034827	0.897727272728
VTO_0034827	21	VTO_0034991	0.825032227821
VTO_0034827	22	VTO_0034991	0.831761006289
VTO_0034827	23	VTO_0034991	0.825032227821
VTO_0034827	24	VTO_0034991	0.831761006289
VTO_0034827	25	VTO_0034991	0.835661080074
VTO_0034827	26	VTO_0034991	0.837599064571
VTO_0034827	27	VTO_0034991	0.837599064571
VTO_0034827	28	VTO_0034991	0.835271317829
VTO_0034827	29	VTO_0034991	0.835271317829
VTO_0034827	30	VTO_0034991	0.835271317829
VTO_0034827	31	VTO_0034991	0.835271317829
VTO_0034827	32	VTO_0034991	0.831761006289
VTO_0034827	33	VTO_0034991	0.835271317829
VTO_0034827	34	VTO_0034991	0.838494153925
VTO_0034827	35	VTO_0034991	0.845925005721
VTO_0034827	36	VTO_0034991	0.845925005721
VTO_0034827	37	VTO_0034991	0.845925005721
VTO_0034827	38	VTO_0034991	0.838494153925
VTO_0034827	39	VTO_0002210	0.840888544491
VTO_0034827	40	VTO_0034991	0.838494153925
VTO_0038125	0	VTO_0038125	1.0
VTO_0038125	1	VTO_0038125	1.0
VTO_0038125	2	VTO_0038125	1.0
VTO_0038125	3	VTO_0038125	1.0
VTO_0038125	4	VTO_0038125	1.0
VTO_0038125	5	VTO_0038125	1.0
VTO_0038125	6	VTO_0038125	1.0
VTO_0038125	7	VTO_0038125	1.0
